"","id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id","expected_resp"
"81","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",13,2.4,0,"","filler",1,8.39471666666667,13,"contradiction"
"82","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",24,0.25,0,"","filler",1,7.81291666666667,107,"contradiction"
"83","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",4,0,0,"","filler",0,23.6215,144,"contradiction"
"84","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",19,0.38,0,"","filler",1,5.10353333333333,104,"contradiction"
"85","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",26,85.45,0,"","filler",1,25.5338,65,"neutral"
"86","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",20,11.02,0,"","filler",1,12.0030333333333,77,"neutral"
"87","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",13,55.98,0,"","filler",1,10.3434833333333,94,"neutral"
"88","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",27,55.09,0,"","filler",1,13.4428166666667,66,"neutral"
"89","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",24,58.5,0,"","filler",0,74.4348666666667,133,"neutral"
"90","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",3,59.68,0,"","filler",1,6.17471666666667,27,"neutral"
"91","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",20,11.3,0,"","filler",0,7.49163333333333,51,"neutral"
"92","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",6,0.31,0,"","filler",0,8.42888333333333,60,"neutral"
"93","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",9,48.65,0,"","filler",0,5.73313333333333,123,"neutral"
"94","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",13,47.6,0,"","filler",0,5.16256666666667,134,"neutral"
"95","101593n_filler","Then it occurred to me that the criminal standard was a low one.","I then realized that criminals have small ideals, and only care about themselves and others like them.",6,50.15,0,"","filler",0,1.9694,134,"neutral"
"96","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",20,0,1,"what is 230 contempt?","filler",2,5.94691666666667,20,"contradiction"
"97","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",25,0,0,"","filler",0,9.5097,7,"contradiction"
"98","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",17,0,0,"","filler",2,13.3447666666667,39,"contradiction"
"99","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",21,0,0,"","filler",1,4.23678333333333,22,"contradiction"
"100","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",8,3.86,0,"","filler",1,8.99351666666667,44,"contradiction"
"101","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",22,0,0,"","filler",0,17.65035,47,"contradiction"
"102","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",12,1.89,0,"","filler",0,18.897,26,"contradiction"
"103","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",13,0,0,"","filler",2,7.17805,15,"contradiction"
"104","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",23,6.16,0,"","filler",0,10.8210666666667,35,"contradiction"
"105","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",27,0,0,"","filler",2,16.3454166666667,32,"contradiction"
"106","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",6,2.4,0,"","filler",0,9.51648333333333,36,"contradiction"
"107","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",26,0,0,"","filler",1,11.6629333333333,8,"contradiction"
"108","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",4,0,0,"","filler",2,12.8563833333333,48,"contradiction"
"109","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",18,0,0,"","filler",1,13.63765,13,"contradiction"
"110","101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",10,0.72,0,"","filler",1,4.73496666666667,2,"contradiction"
"111","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",22,100,0,"","filler",0,3.86026666666667,118,"entailment"
"112","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",5,100,0,"","filler",0,6.80753333333333,129,"entailment"
"113","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",11,100,0,"","filler",1,15.8866833333333,65,"entailment"
"114","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",10,100,0,"","filler",1,17.99295,77,"entailment"
"115","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",27,99.75,0,"","filler",0,10.8253333333333,83,"entailment"
"116","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",4,100,0,"","filler",1,39.2274333333333,142,"entailment"
"117","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",6,99.87,0,"","filler",1,9.98875,13,"entailment"
"118","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",23,98.33,0,"","filler",1,5.3671,2,"entailment"
"119","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",25,100,0,"","filler",0,62.0807833333333,97,"entailment"
"120","101908e_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","They had found a lot of water pouring down from the mountains.",24,100,0,"","filler",0,7.94926666666667,123,"entailment"
"121","101908n_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","There was a lot of trouble regarding the mold that was created due to the water.",6,0.25,0,"","filler",0,6.68191666666667,44,"neutral"
"122","101908n_filler","They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.","There was a lot of trouble regarding the mold that was created due to the water.",12,13.43,0,"","filler",0,11.2108,92,"neutral"
"123","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",8,100,0,"","filler",1,21.7297833333333,85,"entailment"
"124","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",10,100,0,"","filler",0,10.1415833333333,7,"entailment"
"125","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",21,100,0,"","filler",0,2.36815,134,"entailment"
"126","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",7,99.79,0,"","filler",0,19.30055,136,"entailment"
"127","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",25,100,0,"","filler",1,6.80978333333333,44,"entailment"
"128","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",22,96.2,0,"","filler",0,8.08408333333333,133,"entailment"
"129","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",25,100,0,"","filler",1,24.0949333333333,79,"entailment"
"130","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",7,99.77,0,"","filler",0,12.0712166666667,116,"entailment"
"131","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",25,100,0,"","filler",1,15.4242666666667,13,"entailment"
"132","102098e_filler","The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.","Each piece in the layout is identified by the paper marker.",23,100,0,"","filler",1,4.82918333333333,104,"entailment"
"133","102112e_filler","As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.","A graphic CE should have a flag and Semantic CE with it. ",26,99.06,0,"","filler",1,69.8898666666667,20,"entailment"
"134","102112e_filler","As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.","A graphic CE should have a flag and Semantic CE with it. ",4,100,0,"","filler",0,1.8495,118,"entailment"
"135","102112e_filler","As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.","A graphic CE should have a flag and Semantic CE with it. ",17,100,0,"","filler",0,7.49905,129,"entailment"
"136","102112e_filler","As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.","A graphic CE should have a flag and Semantic CE with it. ",10,100,0,"","filler",1,11.7288833333333,78,"entailment"
"137","102112e_filler","As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.","A graphic CE should have a flag and Semantic CE with it. ",9,100,0,"","filler",0,7.80405,89,"entailment"
"138","102112e_filler","As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.","A graphic CE should have a flag and Semantic CE with it. ",16,91.76,0,"","filler",1,7.97063333333333,92,"entailment"
"139","102112e_filler","As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.","A graphic CE should have a flag and Semantic CE with it. ",4,100,0,"","filler",1,5.99813333333333,111,"entailment"
"140","102112e_filler","As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.","A graphic CE should have a flag and Semantic CE with it. ",25,100,0,"","filler",1,5.60776666666667,104,"entailment"
"141","102112e_filler","As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.","A graphic CE should have a flag and Semantic CE with it. ",17,100,0,"","filler",0,5.60333333333333,123,"entailment"
"142","102317e_filler","yeah and the music and uh well it had an excellent story line Everything about it was good","every aspect of it was good",13,100,0,"","filler",0,6.3941,52,"entailment"
"143","102317e_filler","yeah and the music and uh well it had an excellent story line Everything about it was good","every aspect of it was good",3,96.31,0,"","filler",1,8.69066666666667,94,"entailment"
"144","102317e_filler","yeah and the music and uh well it had an excellent story line Everything about it was good","every aspect of it was good",27,100,0,"","filler",0,9.31476666666667,148,"entailment"
"145","102317e_filler","yeah and the music and uh well it had an excellent story line Everything about it was good","every aspect of it was good",13,100,0,"","filler",1,11.0404666666667,8,"entailment"
"146","102317e_filler","yeah and the music and uh well it had an excellent story line Everything about it was good","every aspect of it was good",5,100,0,"","filler",1,47.0903166666667,79,"entailment"
"147","102317e_filler","yeah and the music and uh well it had an excellent story line Everything about it was good","every aspect of it was good",19,99.73,0,"","filler",1,7.08066666666667,58,"entailment"
"148","102317e_filler","yeah and the music and uh well it had an excellent story line Everything about it was good","every aspect of it was good",26,100,0,"","filler",0,7.91816666666667,97,"entailment"
"149","102317e_filler","yeah and the music and uh well it had an excellent story line Everything about it was good","every aspect of it was good",5,100,0,"","filler",0,12.44945,144,"entailment"
"150","102741e_filler","Together with those who were already donors, there are over 1,350 staff and faculty supporting the work of IUPUI with their gifts.","There are over 1,300 staff and faculty backing the IUPUI.",18,100,0,"","filler",0,3.74848333333333,22,"entailment"
"151","102741e_filler","Together with those who were already donors, there are over 1,350 staff and faculty supporting the work of IUPUI with their gifts.","There are over 1,300 staff and faculty backing the IUPUI.",17,100,0,"","filler",0,8.99103333333333,92,"entailment"
"152","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",10,1.89,0,"","filler",2,29.2102833333333,20,"contradiction"
"153","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",17,0,0,"","filler",0,16.0125,7,"contradiction"
"154","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",8,5.53,0,"","filler",1,6.85415,22,"contradiction"
"155","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",21,0,0,"","filler",1,6.67848333333333,44,"contradiction"
"156","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",24,0,0,"","filler",0,64.1448166666667,26,"contradiction"
"157","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",25,0,0,"","filler",2,20.9122166666667,15,"contradiction"
"158","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",11,54.49,0,"","filler",0,12.9825333333333,35,"contradiction"
"159","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",16,0,0,"","filler",2,12.1313333333333,32,"contradiction"
"160","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",27,0.15,0,"","filler",0,7.68311666666667,36,"contradiction"
"161","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",7,0,0,"","filler",1,8.1554,27,"contradiction"
"162","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",18,0,0,"","filler",1,6.94995,8,"contradiction"
"163","102983c_filler","If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","He'd be able to do it even with a sick mom. ",17,0,0,"","filler",2,8.42258333333333,45,"contradiction"
